AAA,2013J,28400,546652,-10,4
AAA,2013J,28400,546652,-10,1
AAA,2013J,28400,546652,-10,1
AAA,2013J,28400,546614,-10,11
AAA,2013J,28400,546714,-10,1
AAA,2013J,28400,546652,-10,8
AAA,2013J,28400,546876,-10,2
AAA,2013J,28400,546688,-10,15
AAA,2013J,28400,546662,-10,17
AAA,2013J,28400,546890,-10,1
AAA,2013J,28400,547011,-10,1
AAA,2013J,28400,547013,-10,1
AAA,2013J,28400,546871,-10,3
AAA,2013J,28400,546879,-10,4
AAA,2013J,30268,546652,-10,3
AAA,2013J,30268,546662,-10,2
AAA,2013J,30268,546614,-10,3
AAA,2013J,30268,546652,-10,2
AAA,2013J,31604,546672,-10,1
AAA,2013J,31604,547013,-10,5
AAA,2013J,31604,546871,-10,3
AAA,2013J,31604,546614,-10,11
AAA,2013J,31604,546660,-10,1
AAA,2013J,31604,546662,-10,19
AAA,2013J,31604,546879,-10,9
AAA,2013J,31604,546667,-10,4
AAA,2013J,31604,546688,-10,7
AAA,2013J,32885,546681,-10,5
AAA,2013J,32885,547013,-10,1
AAA,2013J,32885,546652,-10,1
AAA,2013J,32885,546614,-10,13
AAA,2013J,32885,546652,-10,3
AAA,2013J,32885,546662,-10,22
AAA,2013J,32885,546871,-10,1
AAA,2013J,32885,546660,-10,2
AAA,2013J,32885,546670,-10,1
AAA,2013J,32885,546719,-10,5
AAA,2013J,32885,546732,-10,5
AAA,2013J,32885,546668,-10,1
AAA,2013J,32885,546672,-10,1
AAA,2013J,32885,546667,-10,3
AAA,2013J,32885,546671,-10,1
AAA,2013J,32885,546879,-10,5
AAA,2013J,32885,546652,-10,4
AAA,2013J,32885,546731,-10,4
AAA,2013J,38053,546879,-10,7
AAA,2013J,38053,546986,-10,2
AAA,2013J,38053,546652,-10,5
AAA,2013J,38053,546681,-10,2
AAA,2013J,38053,546614,-10,13
AAA,2013J,38053,546669,-10,5
AAA,2013J,38053,546688,-10,2
AAA,2013J,38053,546700,-10,2
AAA,2013J,38053,546714,-10,2
AAA,2013J,38053,546719,-10,5
AAA,2013J,38053,546652,-10,11
AAA,2013J,38053,546662,-10,17
AAA,2013J,38053,546871,-10,1
AAA,2013J,38053,547013,-10,1
AAA,2013J,45462,546662,-10,1
AAA,2013J,45462,546986,-10,1
AAA,2013J,45462,546614,-10,7
AAA,2013J,45462,546652,-10,1
AAA,2013J,45462,546652,-10,1
AAA,2013J,58873,546652,-10,8
AAA,2013J,58873,546662,-10,34
AAA,2013J,58873,546667,-10,4
AAA,2013J,58873,546614,-10,18
AAA,2013J,58873,546681,-10,10
AAA,2013J,58873,546652,-10,1
AAA,2013J,59185,546662,-10,14
AAA,2013J,59185,546667,-10,8
AAA,2013J,59185,546652,-10,4
AAA,2013J,58873,546652,-10,5
AAA,2013J,59185,546652,-10,2
AAA,2013J,58873,546700,-10,22
AAA,2013J,58873,547013,-10,1
AAA,2013J,59185,546614,-10,12
AAA,2013J,59185,547009,-10,1
AAA,2013J,59185,546986,-10,1
AAA,2013J,58873,546714,-10,18
AAA,2013J,58873,546688,-10,10
AAA,2013J,59185,546681,-10,3
AAA,2013J,58873,546879,-10,8
AAA,2013J,59185,546879,-10,1
AAA,2013J,58873,546719,-10,3
AAA,2013J,62155,547009,-10,1
AAA,2013J,62155,546871,-10,1
AAA,2013J,62155,546876,-10,1
AAA,2013J,62155,546879,-10,1
AAA,2013J,62155,546681,-10,4
AAA,2013J,62155,546614,-10,8
AAA,2013J,62155,546719,-10,4
AAA,2013J,62155,546662,-10,29
AAA,2013J,62155,546986,-10,1
AAA,2013J,62155,546667,-10,5
AAA,2013J,62155,546883,-10,1
AAA,2013J,62155,546688,-10,5
AAA,2013J,62155,546652,-10,1
AAA,2013J,63400,546662,-10,22
AAA,2013J,63400,546670,-10,1
AAA,2013J,63400,546671,-10,1
AAA,2013J,63400,546879,-10,5
AAA,2013J,63400,546672,-10,1
AAA,2013J,63400,546681,-10,1
AAA,2013J,63400,546614,-10,8
AAA,2013J,63400,546668,-10,1
AAA,2013J,63400,546667,-10,6
AAA,2013J,65002,546614,-10,3
AAA,2013J,70464,546660,-10,2
AAA,2013J,70464,546652,-10,2
AAA,2013J,70464,546667,-10,5
AAA,2013J,70464,546652,-10,3
AAA,2013J,70464,546688,-10,8
AAA,2013J,70464,546874,-10,1
AAA,2013J,70464,547011,-10,1
AAA,2013J,70464,546900,-10,1
AAA,2013J,70464,546948,-10,1
AAA,2013J,70464,547013,-10,1
AAA,2013J,70464,546614,-10,14
AAA,2013J,70464,546714,-10,2
AAA,2013J,70464,546871,-10,8
AAA,2013J,70464,546879,-10,4
AAA,2013J,70464,546662,-10,22
AAA,2013J,70464,547009,-10,1
AAA,2013J,70464,546681,-10,1
AAA,2013J,70464,547050,-10,1
AAA,2013J,70464,546986,-10,2
AAA,2013J,71361,546614,-10,25
AAA,2013J,71361,546871,-10,3
AAA,2013J,71361,546879,-10,2
AAA,2013J,71361,546662,-10,7
AAA,2013J,71361,546986,-10,2
AAA,2013J,71361,546948,-10,1
AAA,2013J,71361,546732,-10,1
AAA,2013J,71361,546652,-10,3
AAA,2013J,71361,546667,-10,3
AAA,2013J,71361,546681,-10,2
AAA,2013J,71361,547009,-10,2
AAA,2013J,71361,547013,-10,1
AAA,2013J,71361,546719,-10,1
AAA,2013J,71361,546652,-10,4
AAA,2013J,75091,546652,-10,12
AAA,2013J,75091,546970,-10,1
AAA,2013J,75091,546883,-10,6
AAA,2013J,75091,546961,-10,1
AAA,2013J,75091,546952,-10,2
AAA,2013J,75091,546731,-10,10
AAA,2013J,75091,546948,-10,5
AAA,2013J,75091,546943,-10,1
